ReadingDateTime,Actual,Predicted
2015-11-23 23:45:00,-0.2744543545321472,-0.4929368733840944
2014-05-26 16:30:00,-0.7827401225279416,-0.7482980490162379
2015-01-22 13:00:00,-0.5948953821816698,-0.6551664218649655
2018-01-13 15:15:00,-0.10870899540308385,-0.21669460816898878
2017-12-19 04:00:00,1.7220203948491897,1.7368439056936715
2018-11-25 11:30:00,0.2385759275162778,0.23898814795895856
2018-09-19 12:15:00,-0.5306356038188658,-0.5332205647746503
2018-11-28 23:15:00,0.4555805462703625,0.45210611682491025
2018-05-01 12:15:00,-0.12528353131599024,-0.05971725704532767
2015-11-11 15:45:00,-0.35180218879237674,-0.2694317678918725
2015-11-18 02:30:00,-1.0866066142645578,-1.0429101104941685
2014-08-08 13:45:00,0.18410780572492816,0.13036612867398942
2018-04-12 05:15:00,-0.9287867088984224,-0.9352126960469153
2017-01-26 04:00:00,0.2890798665066682,0.413941370383896
2016-01-12 06:45:00,-0.38808390486289657,-0.3641837169702402
2017-06-26 03:15:00,-0.7053922882677119,-0.695095985655149
2018-08-28 12:15:00,0.3287604799612112,0.3110618062916265
2014-10-15 17:30:00,0.9465364577186196,0.941714774543956
2017-12-02 18:15:00,0.2338314134636471,0.04950248376556755
2017-07-02 10:30:00,1.8115693796493502,1.9422500146033088
2014-05-10 11:15:00,-0.03136116114285416,-0.2503459386588289
2014-01-05 11:30:00,-0.02031147053424997,-0.019955894974188856
2018-08-21 12:00:00,0.07550205059120467,0.08754405614817357
2016-03-22 04:00:00,1.6550978679953656,1.5907713025603427
2015-11-12 01:30:00,0.5763718223303782,0.580138762310584
2015-11-17 17:45:00,-0.8766624927010774,-0.8816850793413521
2014-02-28 19:30:00,0.3830022366798043,0.4462868283472648
2017-04-02 22:45:00,2.3387974744027518,2.3154919548795005
2014-10-14 01:45:00,0.26145563998515764,0.31343941171200035
2015-08-11 22:30:00,-0.9761097081785155,-1.0298513852294544
2016-10-31 22:00:00,-0.15056388407203927,0.31140635089906266
2014-07-10 14:30:00,-0.40705064183539785,-0.5617463103558571
2014-08-13 05:00:00,-0.6667183711375972,-0.7802288292078042
2016-02-25 15:45:00,0.4603500709400338,0.684357435096283
2015-07-23 17:45:00,-0.5506966197472528,-0.7240166136643609
2014-02-16 02:00:00,0.1564835792034176,0.26145563998515775
2017-04-20 10:00:00,0.10123512616039647,0.11228481676900072
2014-10-13 01:45:00,-1.1694792938290894,-1.1374641874406173
2018-07-04 11:15:00,-0.7053922882677119,-0.7500933093661563
2015-10-13 18:45:00,-0.0755599235772711,-0.17601165638276406
2014-11-11 17:00:00,0.27250533059376203,0.14694066458689578
2014-10-04 06:30:00,2.1541755604839894,2.1972505944590104
2015-06-15 11:45:00,-1.5009700120872163,-1.4452193003801677
2017-08-17 00:45:00,-0.4222439664222288,-0.47284652682299577
2015-02-19 03:00:00,0.28355502120236603,0.20443196382510379
2017-10-14 14:30:00,-0.6501438352246909,-0.5974066755018069
2016-11-16 05:15:00,-0.14113505566926146,-0.1430728628193153
2014-12-20 21:45:00,1.0957072809347768,1.0681548056509844
2017-10-11 02:15:00,-0.5009730120085337,-0.42741494766778415
2016-01-15 20:15:00,1.6500334264664223,1.4195944516797072
2016-01-11 06:15:00,0.7160714821677319,0.418696808811178
2014-02-18 20:30:00,1.9244340765800936,1.6925986523887877
2015-06-12 11:15:00,-1.0866066142645578,-1.097656304873162
2014-05-31 21:15:00,0.1399090432905112,0.17054682179618655
2017-04-27 05:30:00,2.077945849678202,2.13461823864794
2018-02-24 18:15:00,0.36642770076689773,0.32827779839715554
2015-06-18 05:15:00,-0.7937898131365457,-0.90981156452689
2018-11-04 17:45:00,1.0846575903261724,0.9570838896631965
2014-03-23 16:45:00,-0.9263861004397964,-1.0484349557984705
2014-09-18 08:15:00,1.7310644909295196,2.0500394016216665
2018-02-24 12:30:00,-0.18605682966331336,-0.32116441028670145
2016-08-15 04:15:00,-0.3739015700095853,-0.13733773925264933
2017-02-23 21:00:00,-0.755115896006431,-0.6934396506800365
2018-12-09 09:45:00,-1.285501045219434,-1.2764603892669395
2017-01-25 10:30:00,1.4044451416493797,1.4240906662660542
2015-07-19 09:30:00,-1.285501045219434,-1.2668997233047037
2015-08-12 00:00:00,-1.0203084706129324,-1.0369957969576697
2017-01-16 05:45:00,0.01836244659586478,-0.24291251043122244
2016-06-25 04:00:00,-0.24683012801063667,-0.23176236808981268
2016-09-25 20:00:00,-0.16948229375040696,-0.07555992357727113
2015-08-22 11:00:00,-0.6169947633988782,-0.5267137685399413
2018-11-18 10:15:00,-0.19996773486137945,-0.1946677577411984
2016-03-23 20:30:00,2.0570303638833445,1.871694155297545
2017-01-22 07:15:00,2.324722273270364,2.299546846795197
2014-01-07 01:45:00,-0.19158167496761555,-0.0002211239731514229
2016-08-07 21:30:00,-0.5893705368773676,-0.5456740331069782
2016-12-10 20:30:00,-0.3020785810536578,-0.29303792510116344
2016-12-09 06:00:00,2.367426218252317,2.073337028508769
2015-10-30 09:30:00,-0.41257548713970005,-0.37842189798583237
2014-03-13 12:00:00,1.6512215652415407,1.6617408054967435
2014-04-10 07:45:00,-0.3186531169665642,-0.16145907176816812
2016-05-24 20:45:00,-0.948485481657005,-0.9708437590927843
2015-03-11 01:15:00,-0.10318415009878167,-0.13834225658070423
2014-08-12 11:30:00,1.0791327450218706,1.4057682961943985
2018-12-16 17:30:00,-1.285501045219434,-1.2855010452194338
2015-12-10 11:00:00,-0.5064978573128359,-0.4939413907121493
2015-03-16 10:45:00,-0.2527850510931177,-0.25826517616491235
